DaCapo0904,67,2012-11-07 20:34:20 -0500,1352338460
addyjade,80,2012-11-07 20:34:25 -0500,1352338465
christinevino,94,2012-11-07 20:34:31 -0500,1352338471
christinevino,94,2012-11-07 20:34:36 -0500,1352338476
Katie-Rebecca,77,2012-11-07 20:34:42 -0500,1352338482
kaderine07,80,2012-11-07 20:34:47 -0500,1352338487
Erinnkk,89,2012-11-07 20:34:53 -0500,1352338493
AshBashTU,81,2012-11-07 20:34:58 -0500,1352338498
Terrastrial,85,2012-11-07 20:35:03 -0500,1352338503
fine_plus_2pts,78,2012-11-07 20:35:09 -0500,1352338509
amelia__pond,91,2012-11-07 20:35:15 -0500,1352338515
norevisions,92,2012-11-07 20:35:20 -0500,1352338520
SpaceCadetCira,85,2012-11-07 20:35:26 -0500,1352338526
djskillet,86,2012-11-07 20:35:31 -0500,1352338531
marvelsmarbles,80,2012-11-07 20:35:37 -0500,1352338537
palimpsestus,69,2012-11-07 20:35:42 -0500,1352338542
jessica_36,77,2012-11-07 20:35:48 -0500,1352338548
GoodWillPunting,84,2012-11-07 20:35:53 -0500,1352338553
discotrax,88,2012-11-07 20:35:59 -0500,1352338559
SheLaughsALot24,84,2012-11-07 20:36:04 -0500,1352338564
Orli_taco,89,2012-11-07 20:36:10 -0500,1352338570
RosanaTheSelkie,89,2012-11-07 20:36:15 -0500,1352338575
V-Lovely,93,2012-11-07 20:36:21 -0500,1352338581
michelalala,90,2012-11-07 20:36:27 -0500,1352338587
MusicalBri,81,2012-11-07 20:36:32 -0500,1352338592
aedolon8,95,2012-11-07 20:36:38 -0500,1352338598
pumpkin_dreams,93,2012-11-07 20:36:43 -0500,1352338603
MissLadylass,71,2012-11-07 20:36:48 -0500,1352338608
sboos24,78,2012-11-07 20:36:54 -0500,1352338614
ladyinred137,71,2012-11-07 20:37:00 -0500,1352338620
MyInitials24,81,2012-11-07 20:37:05 -0500,1352338625
xlooktotheskyx,82,2012-11-07 20:37:11 -0500,1352338631
ms_wiley,88,2012-11-07 20:37:16 -0500,1352338636
3_42pm,93,2012-11-07 20:37:22 -0500,1352338642
Saphali,91,2012-11-07 20:37:28 -0500,1352338648
xine3656,61,2012-11-07 20:37:33 -0500,1352338653
Malenkaya_Sova,80,2012-11-07 20:37:38 -0500,1352338658
sunny_dd,91,2012-11-07 20:37:44 -0500,1352338664
fionnay,78,2012-11-07 20:37:49 -0500,1352338669
mikenziira,80,2012-11-07 20:37:55 -0500,1352338675
DeaMariella,90,2012-11-07 20:38:02 -0500,1352338682
bikingnheelz,75,2012-11-07 20:38:07 -0500,1352338687
jrs05001,76,2012-11-07 20:38:13 -0500,1352338693
jeunething,85,2012-11-07 20:38:18 -0500,1352338698
amelia__pond,91,2012-11-07 20:38:24 -0500,1352338704
Hi_its_Sarah,66,2012-11-07 20:38:29 -0500,1352338709
annafelloff,82,2012-11-07 20:38:35 -0500,1352338715
Elaine1984,64,2012-11-07 20:38:40 -0500,1352338720
BillyFinch,90,2012-11-07 20:38:46 -0500,1352338726
orangejuice22,88,2012-11-07 20:38:52 -0500,1352338732
smellyc4t,73,2012-11-07 20:38:57 -0500,1352338737
--Roxy--,75,2012-11-07 20:39:03 -0500,1352338743
allyson5989,65,2012-11-07 20:39:08 -0500,1352338748
Aimee1012,87,2012-11-07 20:39:14 -0500,1352338754
vidivichi,87,2012-11-07 20:39:19 -0500,1352338759
Jtabs_cat,78,2012-11-07 20:39:25 -0500,1352338765
k3rryl33,93,2012-11-07 20:39:31 -0500,1352338771
Erinnkk,89,2012-11-07 20:39:36 -0500,1352338776
SanchoPanza18,85,2012-11-07 20:39:42 -0500,1352338782
jemara2,78,2012-11-07 20:39:47 -0500,1352338787
Chrisinasaurus,83,2012-11-07 20:39:53 -0500,1352338793
AmusedAbsurdity,96,2012-11-07 20:39:58 -0500,1352338798
sbfeiscs,93,2012-11-07 20:40:04 -0500,1352338804
BitingBullets,90,2012-11-07 20:40:09 -0500,1352338809
LauraRuth,88,2012-11-07 20:40:15 -0500,1352338815
madden824,87,2012-11-07 20:40:20 -0500,1352338820
lingzuma,77,2012-11-07 20:40:26 -0500,1352338826
wasserratte,72,2012-11-07 20:40:31 -0500,1352338831
entp0,60,2012-11-07 20:40:37 -0500,1352338837
GreenApples_,76,2012-11-07 20:40:42 -0500,1352338842
Morrgain,88,2012-11-07 20:40:48 -0500,1352338848
jk1310,80,2012-11-07 20:40:54 -0500,1352338854
3_42pm,93,2012-11-07 20:40:59 -0500,1352338859
everkate18,83,2012-11-07 20:41:05 -0500,1352338865
baconbitasaurus,85,2012-11-07 20:41:10 -0500,1352338870
bvsrocksmysocks,86,2012-11-07 20:41:16 -0500,1352338876
Terrastrial,85,2012-11-07 20:41:22 -0500,1352338882
chelsbell14,88,2012-11-07 20:41:27 -0500,1352338887
NotMyRealName77,93,2012-11-07 20:41:33 -0500,1352338893
sr217,67,2012-11-07 20:41:38 -0500,1352338898
krystal_1190,88,2012-11-07 20:41:44 -0500,1352338904
sirensong63,89,2012-11-07 20:41:49 -0500,1352338909
emilyvioletta,72,2012-11-07 20:41:55 -0500,1352338915
jessmakesthings,86,2012-11-07 20:42:00 -0500,1352338920
human_meat,90,2012-11-07 20:42:06 -0500,1352338926
Stephie_617,81,2012-11-07 20:42:11 -0500,1352338931
mebiju,63,2012-11-07 20:42:17 -0500,1352338937
masticatrix,83,2012-11-07 20:42:22 -0500,1352338942
norevisions,92,2012-11-07 20:42:28 -0500,1352338948
Cup_oh_Tea,66,2012-11-07 20:42:33 -0500,1352338953
RedLK85,84,2012-11-07 20:42:39 -0500,1352338959
cwombat,93,2012-11-07 20:42:44 -0500,1352338964
ceereegee,77,2012-11-07 20:42:50 -0500,1352338970
mander_rose,89,2012-11-07 20:42:55 -0500,1352338975
bucoedgrrl,85,2012-11-07 20:43:01 -0500,1352338981
CuddleManeuver,91,2012-11-07 20:43:06 -0500,1352338986
cradlegin,90,2012-11-07 20:43:12 -0500,1352338992
stephyface,84,2012-11-07 20:43:17 -0500,1352338997
CeilidhCo,77,2012-11-07 20:43:23 -0500,1352339003
ilikeyoumaude,86,2012-11-07 20:43:29 -0500,1352339009
Francie__Nolan,80,2012-11-07 20:43:34 -0500,1352339014
of-california,84,2012-11-07 20:43:40 -0500,1352339020
staragze84,95,2012-11-07 20:43:45 -0500,1352339025
microsarahology,92,2012-11-07 20:43:51 -0500,1352339031
fionnay,78,2012-11-07 20:43:56 -0500,1352339036
laurachance,89,2012-11-07 20:44:02 -0500,1352339042
BeanTownGirlie,78,2012-11-07 20:44:07 -0500,1352339047
jessstein,77,2012-11-07 20:44:13 -0500,1352339053
turdterrorist,86,2012-11-07 20:44:18 -0500,1352339058
aligrrr,90,2012-11-07 20:44:24 -0500,1352339064
BarefootWander,93,2012-11-07 20:44:29 -0500,1352339069
twolfgan,74,2012-11-07 20:44:35 -0500,1352339075
nicole_mm,78,2012-11-07 20:44:41 -0500,1352339081
TrojanHelen,92,2012-11-07 20:44:46 -0500,1352339086
Liz_Connolly,71,2012-11-07 20:44:52 -0500,1352339092
sbfeiscs,93,2012-11-07 20:44:57 -0500,1352339097
NotMyRealName77,93,2012-11-07 20:45:03 -0500,1352339103
MsMDM,55,2012-11-07 20:45:08 -0500,1352339108
fiona730,87,2012-11-07 20:45:14 -0500,1352339114
ForeignWindow,83,2012-11-07 20:45:19 -0500,1352339119
marvelsmarbles,80,2012-11-07 20:45:25 -0500,1352339125
xnaughtykittenx,92,2012-11-07 20:45:30 -0500,1352339130
bluerenai,81,2012-11-07 20:45:36 -0500,1352339136
SgtPepperjack,69,2012-11-07 20:45:41 -0500,1352339141
shout_it_out,81,2012-11-07 20:45:47 -0500,1352339147
baconbitasaurus,85,2012-11-07 20:45:52 -0500,1352339152
melodydoll,83,2012-11-07 20:45:58 -0500,1352339158
xhale_oxygen,85,2012-11-07 20:46:04 -0500,1352339164
KCupidLetsDance,75,2012-11-07 20:46:09 -0500,1352339169
MusicalBri,81,2012-11-07 20:46:15 -0500,1352339175
charles_eames,87,2012-11-07 20:46:20 -0500,1352339180
BonnieBelll,69,2012-11-07 20:46:26 -0500,1352339186
CHHEELLLSSS,87,2012-11-07 20:46:32 -0500,1352339192
cannotwait2chat,73,2012-11-07 20:46:37 -0500,1352339197
katiespins,73,2012-11-07 20:46:43 -0500,1352339203
tinam11,93,2012-11-07 20:46:48 -0500,1352339208
raccha,83,2012-11-07 20:46:54 -0500,1352339214
MelleBelle1231,88,2012-11-07 20:46:59 -0500,1352339219
madie_licious,81,2012-11-07 20:47:05 -0500,1352339225
bltstarr,80,2012-11-07 20:47:11 -0500,1352339231
svf418,82,2012-11-07 20:47:16 -0500,1352339236
_ecdysiast_,88,2012-11-07 20:47:22 -0500,1352339242
watermelontrout,82,2012-11-07 20:47:28 -0500,1352339248
mander_rose,89,2012-11-07 20:47:33 -0500,1352339253
DeaMariella,90,2012-11-07 20:47:39 -0500,1352339259
dirgesinthedark,83,2012-11-07 20:47:44 -0500,1352339264
hbkeane,84,2012-11-07 20:47:50 -0500,1352339270
twinkletoeslady,83,2012-11-07 20:47:55 -0500,1352339275
Fructose7,83,2012-11-07 20:48:01 -0500,1352339281
jay1203,75,2012-11-07 20:48:07 -0500,1352339287
unrealitycheck,83,2012-11-07 20:48:12 -0500,1352339292
oddletters,75,2012-11-07 20:48:18 -0500,1352339298
girl43some,84,2012-11-07 20:48:24 -0500,1352339304
Elizca,85,2012-11-07 20:48:30 -0500,1352339310
LiteraryLady6,81,2012-11-07 20:48:35 -0500,1352339315
Saphali,91,2012-11-07 20:48:41 -0500,1352339321
jessmakesthings,86,2012-11-07 20:48:47 -0500,1352339327
phlogisticator,93,2012-11-07 20:48:52 -0500,1352339332
femm123,88,2012-11-07 20:48:58 -0500,1352339338
pmg6,56,2012-11-07 20:49:03 -0500,1352339343
turdterrorist,86,2012-11-07 20:49:09 -0500,1352339349
deetd0rt,78,2012-11-07 20:49:14 -0500,1352339354
LaBoleyn,72,2012-11-07 20:49:20 -0500,1352339360
thedirgni,87,2012-11-07 20:49:25 -0500,1352339365
May_Elizabeth,83,2012-11-07 20:49:31 -0500,1352339371
pseu,76,2012-11-07 20:49:36 -0500,1352339376
BridalBones,55,2012-11-07 20:49:42 -0500,1352339382
aligrrr,90,2012-11-07 20:49:47 -0500,1352339387
Mgn1987,89,2012-11-07 20:49:53 -0500,1352339393
ClairGris,84,2012-11-07 20:49:59 -0500,1352339399
amanda_m_10,68,2012-11-07 20:50:04 -0500,1352339404
thewhiterabbit1,91,2012-11-07 20:50:10 -0500,1352339410
Messawise,88,2012-11-07 20:50:16 -0500,1352339416
Mhs1437,91,2012-11-07 20:50:21 -0500,1352339421
Liz_Connolly,71,2012-11-07 20:50:27 -0500,1352339427
BarefootWander,93,2012-11-07 20:50:32 -0500,1352339432
Lots_of_Pie,83,2012-11-07 20:50:38 -0500,1352339438
sirensong63,89,2012-11-07 20:50:43 -0500,1352339443
-lightswitch-,84,2012-11-07 20:50:49 -0500,1352339449
sbk10910,75,2012-11-07 20:50:54 -0500,1352339454
liq_N2_icecream,96,2012-11-07 20:51:00 -0500,1352339460
mlh_0530,74,2012-11-07 20:51:05 -0500,1352339465
orangescarves,83,2012-11-07 20:51:11 -0500,1352339471
SanchoPanza18,85,2012-11-07 20:51:17 -0500,1352339477
e1113,85,2012-11-07 20:51:22 -0500,1352339482
kesten4332,70,2012-11-07 20:51:28 -0500,1352339488
emilyvioletta,72,2012-11-07 20:51:33 -0500,1352339493
gambolholic,87,2012-11-07 20:51:39 -0500,1352339499
InsidiousPie,63,2012-11-07 20:51:44 -0500,1352339504
youropenpalm,57,2012-11-07 20:51:50 -0500,1352339510
erikaamerika,80,2012-11-07 20:51:55 -0500,1352339515
RANSAC,78,2012-11-07 20:52:01 -0500,1352339521
chelsbell14,88,2012-11-07 20:52:06 -0500,1352339526
ohurdirty,85,2012-11-07 20:52:12 -0500,1352339532
laurachance,89,2012-11-07 20:52:18 -0500,1352339538
LSF1084,74,2012-11-07 20:52:23 -0500,1352339543
insrtwittyremrk,85,2012-11-07 20:52:29 -0500,1352339549
spacehardware,77,2012-11-07 20:52:34 -0500,1352339554
ladyinred137,71,2012-11-07 20:52:40 -0500,1352339560
Emi_Blake,81,2012-11-07 20:52:46 -0500,1352339566
TGMagoo,61,2012-11-07 20:52:51 -0500,1352339571
TrojanHelen,92,2012-11-07 20:52:57 -0500,1352339577
xhale_oxygen,85,2012-11-07 20:53:03 -0500,1352339583
faerienchanting,84,2012-11-07 20:53:08 -0500,1352339588
ladyjustice6,87,2012-11-07 20:53:14 -0500,1352339594
NotLizzy,74,2012-11-07 20:53:19 -0500,1352339599
DeaMariella,90,2012-11-07 20:53:25 -0500,1352339605
deetd0rt,78,2012-11-07 20:53:30 -0500,1352339610
virtueturnsvice,83,2012-11-07 20:53:36 -0500,1352339616
djlewi07,67,2012-11-07 20:53:42 -0500,1352339622
bluerenai,81,2012-11-07 20:53:48 -0500,1352339628
ms_wiley,88,2012-11-07 20:53:53 -0500,1352339633
skybits,68,2012-11-07 20:53:59 -0500,1352339639
eightyfive,83,2012-11-07 20:54:04 -0500,1352339644
dovetaill,79,2012-11-07 20:54:10 -0500,1352339650
V-Lovely,93,2012-11-07 20:54:15 -0500,1352339655
jessiebabee,86,2012-11-07 20:54:21 -0500,1352339661
jewsmine,67,2012-11-07 20:54:26 -0500,1352339666
sbfeiscs,93,2012-11-07 20:54:32 -0500,1352339672
ZombiePanda10,79,2012-11-07 20:54:37 -0500,1352339677
annafelloff,82,2012-11-07 20:54:43 -0500,1352339683
TrojanHelen,92,2012-11-07 20:54:48 -0500,1352339688
Abigail_Normal,89,2012-11-07 20:54:54 -0500,1352339694
nerdofhonor,76,2012-11-07 20:54:59 -0500,1352339699
Havens88,87,2012-11-07 20:55:05 -0500,1352339705
viclye,62,2012-11-07 20:55:11 -0500,1352339711
jetergirl123,84,2012-11-07 20:55:16 -0500,1352339716
1914,74,2012-11-07 20:55:22 -0500,1352339722
flashtastic1,81,2012-11-07 20:55:27 -0500,1352339727
skepcake,71,2012-11-07 20:55:33 -0500,1352339733
pseu,76,2012-11-07 20:55:38 -0500,1352339738
ohmyskoobydoo,86,2012-11-07 20:55:44 -0500,1352339744
Etibkrahs,80,2012-11-07 20:55:49 -0500,1352339749
odetosunshinee,58,2012-11-07 20:55:55 -0500,1352339755
ciao_cara,71,2012-11-07 20:56:00 -0500,1352339760
BWebbs,70,2012-11-07 20:56:06 -0500,1352339766
allierosie,70,2012-11-07 20:56:11 -0500,1352339771
acey1005,77,2012-11-07 20:56:17 -0500,1352339777
natalij425,49,2012-11-07 20:56:23 -0500,1352339783
thewhiterabbit1,91,2012-11-07 20:56:28 -0500,1352339788
Hey_its_Dana,82,2012-11-07 20:56:34 -0500,1352339794
NesxiDaeth,87,2012-11-07 20:56:39 -0500,1352339799
NiftyCupcaKe,83,2012-11-07 20:56:45 -0500,1352339805
smitten_vixen,90,2012-11-07 20:56:50 -0500,1352339810
laurachance,89,2012-11-07 20:56:56 -0500,1352339816
shmands,92,2012-11-07 20:57:01 -0500,1352339821
BarefootWander,93,2012-11-07 20:57:07 -0500,1352339827
theEisnotsilent,89,2012-11-07 20:57:12 -0500,1352339832
rideau01,92,2012-11-07 20:57:17 -0500,1352339837
trillviaplath,81,2012-11-07 20:57:23 -0500,1352339843
quacktheduck,84,2012-11-07 20:57:28 -0500,1352339848
hbkeane,84,2012-11-07 20:57:34 -0500,1352339854
mish3712,65,2012-11-07 20:57:40 -0500,1352339860
Rogers24,73,2012-11-07 20:57:46 -0500,1352339866
thedirgni,87,2012-11-07 20:57:51 -0500,1352339871
lizosaur,74,2012-11-07 20:57:57 -0500,1352339877
songontherocks,87,2012-11-07 20:58:02 -0500,1352339882
Veronique101,91,2012-11-07 20:58:08 -0500,1352339888
aligrrr,90,2012-11-07 20:58:13 -0500,1352339893
rachafter,71,2012-11-07 20:58:19 -0500,1352339899
socialistthreat,75,2012-11-07 20:58:25 -0500,1352339905
evqu13,86,2012-11-07 20:58:30 -0500,1352339910
banchar,77,2012-11-07 20:58:36 -0500,1352339916
ohurdirty,85,2012-11-07 20:58:41 -0500,1352339921
gracemarielilli,55,2012-11-07 20:58:46 -0500,1352339926
alexandrastic,76,2012-11-07 20:58:52 -0500,1352339932
Penny208,85,2012-11-07 20:58:58 -0500,1352339938
-FEDERICA-,70,2012-11-07 20:59:03 -0500,1352339943
RosanaTheSelkie,89,2012-11-07 20:59:09 -0500,1352339949
TerracottaPot,79,2012-11-07 20:59:14 -0500,1352339954
christinevino,94,2012-11-07 20:59:20 -0500,1352339960
KCupidLetsDance,75,2012-11-07 20:59:25 -0500,1352339965
amanda_m_10,68,2012-11-07 20:59:31 -0500,1352339971
SoftlyRaining,90,2012-11-07 20:59:36 -0500,1352339976
belle_noiseuse,88,2012-11-07 20:59:41 -0500,1352339981
bvsrocksmysocks,86,2012-11-07 20:59:47 -0500,1352339987
norevisions,92,2012-11-07 20:59:52 -0500,1352339992
microsarahology,92,2012-11-07 20:59:58 -0500,1352339998
sbfeiscs,93,2012-11-07 21:00:04 -0500,1352340004
RedLK85,84,2012-11-07 21:00:09 -0500,1352340009
tinylight,79,2012-11-07 21:00:15 -0500,1352340015
Cliffypants,95,2012-11-07 21:00:21 -0500,1352340021
T-Lexasaurus,82,2012-11-07 21:00:26 -0500,1352340026
wasserratte,72,2012-11-07 21:00:32 -0500,1352340032
JustineBelle,87,2012-11-07 21:00:37 -0500,1352340037
cahausman,69,2012-11-07 21:00:42 -0500,1352340042
isabella5051,73,2012-11-07 21:00:48 -0500,1352340048
_ecdysiast_,88,2012-11-07 21:00:53 -0500,1352340053
kmalloy90,89,2012-11-07 21:00:59 -0500,1352340059
dimanche342,88,2012-11-07 21:01:05 -0500,1352340065
luckyduckie1,77,2012-11-07 21:01:10 -0500,1352340070
liq_N2_icecream,96,2012-11-07 21:01:15 -0500,1352340075
valern,58,2012-11-07 21:01:21 -0500,1352340081
laurajut,84,2012-11-07 21:01:26 -0500,1352340086
DarkRedSyren,91,2012-11-07 21:01:32 -0500,1352340092
BitingBullets,90,2012-11-07 21:01:38 -0500,1352340098
watermelontrout,82,2012-11-07 21:01:43 -0500,1352340103
reva_storm,83,2012-11-07 21:01:49 -0500,1352340109
groovystarlet,76,2012-11-07 21:01:54 -0500,1352340114
Laurenderusha,80,2012-11-07 21:02:00 -0500,1352340120
satellite_blues,72,2012-11-07 21:02:05 -0500,1352340125
sexxxyone24,86,2012-11-07 21:02:11 -0500,1352340131
ciao_cara,71,2012-11-07 21:02:16 -0500,1352340136
xlooktotheskyx,82,2012-11-07 21:02:21 -0500,1352340141
neonmarshmallow,86,2012-11-07 21:02:27 -0500,1352340147
hannah_29,90,2012-11-07 21:02:32 -0500,1352340152
DeaMariella,90,2012-11-07 21:02:38 -0500,1352340158
3_42pm,93,2012-11-07 21:02:43 -0500,1352340163
rideau01,92,2012-11-07 21:02:49 -0500,1352340169
Lots_of_Pie,83,2012-11-07 21:02:55 -0500,1352340175
staragze84,95,2012-11-07 21:03:00 -0500,1352340180
MissLadylass,71,2012-11-07 21:03:06 -0500,1352340186
--angela,77,2012-11-07 21:03:11 -0500,1352340191
Egaltino,87,2012-11-07 21:03:17 -0500,1352340197
thisisnotdani,64,2012-11-07 21:03:22 -0500,1352340202
BarefootWander,93,2012-11-07 21:03:28 -0500,1352340208
sirensong63,89,2012-11-07 21:03:33 -0500,1352340213
InnerOctopus,91,2012-11-07 21:03:39 -0500,1352340219
linds1490,75,2012-11-07 21:03:44 -0500,1352340224
shmands,92,2012-11-07 21:03:49 -0500,1352340229
urbandecayy,80,2012-11-07 21:03:55 -0500,1352340235
arb39inabox,82,2012-11-07 21:04:01 -0500,1352340241
wunderdome,81,2012-11-07 21:04:06 -0500,1352340246
Dimpleinator,79,2012-11-07 21:04:12 -0500,1352340252
CuddleManeuver,91,2012-11-07 21:04:17 -0500,1352340257
